Company Code,Internal ID,SubTran ID,Document No.,Year,Line Item,Period,Posting Period,Document Date,Local Currency Code,Local Amount (Debit),Local Amount (Credit),Document Currency Code,Document Amount (Debit),Document Amount (Credit),GL Account Number,GL Account Name,Entity Name,Tax Registration Number,Department,Class,Location,Journal Description,Transaction Type,Creator
United Kingdom,1713,43,34,2015,1,8,Aug 2015,8/13/2015,GBP,0,3598.12,GBP,0,3598.12,2000,2000 Accounts Payable,Steve  Robinson,,Prof. Services,,,34,ExpRept,Larry Nelson
United Kingdom,1713,43,34,2015,2,8,Aug 2015,8/13/2015,GBP,3598.12,0,GBP,3598.12,0,6300,6300 General and Administrative : Travel Expenses,Dresden Services,,Prof. Services,,,Hotel: Hotel stay for 11/10/09 -11/13/09,ExpRept,Larry Nelson
United Kingdom,1713,43,34,2015,4,8,Aug 2015,8/13/2015,GBP,0,0,GBP,0,0,1968,1968 購入に対するVAT（付加価値税）,HM Revenue & Customs : HM Customs & Excise 4,,Prof. Services,,,VAT,ExpRept,Larry Nelson
United Kingdom,1714,44,70,2015,1,8,Aug 2015,8/31/2015,GBP,3598.12,0,GBP,3598.12,0,1804,1804 Intercompany Clearing Account : Intercompany Payable/Receivable GBP,,,Prof. Services,,,70,Journal,Larry Nelson
United Kingdom,1714,44,70,2015,2,8,Aug 2015,8/31/2015,GBP,0,3598.12,GBP,0,3598.12,6300,6300 General and Administrative : Travel Expenses,Dresden Services,,Prof. Services,,,70,Journal,Larry Nelson
United Kingdom,1721,45,39,2015,1,7,Jul 2015,7/12/2015,GBP,0,878,GBP,0,878,2000,2000 Accounts Payable,Phillip  Jagger,,Prof. Services,,,39,ExpRept,Larry Nelson
United Kingdom,1721,45,39,2015,2,7,Jul 2015,7/12/2015,GBP,658,0,GBP,658,0,6300,6300 General and Administrative : Travel Expenses,PRJ1015 Altima Technology : CRM implementation,,Prof. Services,,,Hotel,ExpRept,Larry Nelson
United Kingdom,1721,45,39,2015,3,7,Jul 2015,7/12/2015,GBP,220,0,GBP,220,0,6352,6352 General and Administrative : Travel Expenses : Travel Expense : Meals & Entertainment,PRJ1015 Altima Technology : CRM implementation,,Prof. Services,,,Meals & Entertainment,ExpRept,Larry Nelson
United Kingdom,1722,46,40,2015,1,9,Sep 2015,9/12/2015,GBP,0,320.25,GBP,0,320.25,2000,2000 Accounts Payable,Steve  Robinson,,Prof. Services,,,40,ExpRept,Larry Nelson
United Kingdom,1722,46,40,2015,2,9,Sep 2015,9/12/2015,GBP,320.25,0,GBP,320.25,0,6400,6400 General and Administrative : Telephone Expense,PRJ1015 Altima Technology : CRM implementation,,Prof. Services,,,Cellular Phone,ExpRept,Larry Nelson
United Kingdom,1769,47,71,2015,1,8,Aug 2015,8/17/2015,GBP,10,0,GBP,10,0,1200,1200 Accounts Receivable,,,,,,71,Journal,Larry Nelson
United Kingdom,1769,47,71,2015,2,8,Aug 2015,8/17/2015,GBP,0,10,GBP,0,10,4001,4001 Revenue : Services Revenue,,,,,,71,Journal,Larry Nelson
United Kingdom,1771,48,73,2015,1,9,Sep 2015,9/1/2015,GBP,1000,0,GBP,1000,0,1200,1200 Accounts Receivable,,,,,,73,Journal,Larry Nelson
United Kingdom,1771,48,73,2015,2,9,Sep 2015,9/1/2015,GBP,0,1000,GBP,0,1000,4001,4001 Revenue : Services Revenue,,,,,,73,Journal,Larry Nelson
United Kingdom,1785,49,76,2015,3,8,Aug 2015,8/19/2015,GBP,2117.69,0,USD,4200,0,2095,2095 Interco. Payables/Receivables,,,,,,Loan from US-West,Journal,Larry Nelson
United Kingdom,1785,49,76,2015,4,8,Aug 2015,8/19/2015,GBP,0,2117.69,USD,0,4200,1001,1001 UK Operating Account,,,,,,Loan from US-West,Journal,Larry Nelson
United Kingdom,1870,50,,2015,1,7,Jul 2015,7/1/2015,GBP,0,2488.5,AUD,0,5681.5,2000,2000 Accounts Payable,Zia Industries,GB,,,,Bill ID # 1870,VendBill,Larry Nelson
United Kingdom,1870,50,,2015,2,7,Jul 2015,7/1/2015,GBP,2488.5,0,AUD,5681.5,0,6890,6890 General and Administrative : Other Expense : Miscellaneous Expense,,GB,,,05 UK Warehouse,Software,VendBill,Larry Nelson
United Kingdom,1870,50,,2015,3,7,Jul 2015,7/1/2015,GBP,0,0,GBP,0,0,1968,1968 購入に対するVAT（付加価値税）,HM Revenue & Customs : HM Customs & Excise 4,GB,,,,VAT,VendBill,Larry Nelson
United Kingdom,1871,51,2,2015,1,8,Aug 2015,8/1/2015,GBP,0,2377.84,AUD,0,5681.5,1001,1001 UK Operating Account,Zia Industries,GB,,,,2,VendPymt,Larry Nelson
United Kingdom,1871,51,2,2015,2,8,Aug 2015,8/1/2015,GBP,2377.84,0,AUD,5681.5,0,2000,2000 Accounts Payable,Zia Industries,GB,,,,2,VendPymt,Larry Nelson
United Kingdom,1871,51,2,2015,3,8,Aug 2015,8/1/2015,GBP,0,110.65,GBP,0,110.65,8350,8350 Realized Gain/Loss,,GB,,,,2,VendPymt,Larry Nelson
United Kingdom,1871,51,2,2015,4,8,Aug 2015,8/1/2015,GBP,110.65,0,GBP,110.65,0,2000,2000 Accounts Payable,Zia Industries,GB,,,,2,VendPymt,Larry Nelson
United Kingdom,1872,52,3,2015,1,8,Aug 2015,8/31/2015,GBP,0,0.01,GBP,0,0.01,8500,8500 Exchange Rate Variance,,,,,,3,FxReval,Larry Nelson
United Kingdom,1872,52,3,2015,2,8,Aug 2015,8/31/2015,GBP,0.01,0,GBP,0.01,0,2000,2000 Accounts Payable,Zia Industries,,,,,3,FxReval,Larry Nelson
United Kingdom,1873,53,,2015,1,7,Jul 2015,7/2/2015,GBP,0,21600,USD,0,40000,2000,2000 Accounts Payable,APR Limited,GB,,,,Bill ID # 1873,VendBill,Larry Nelson
United Kingdom,1873,53,,2015,2,7,Jul 2015,7/2/2015,GBP,21600,0,USD,40000,0,6890,6890 General and Administrative : Other Expense : Miscellaneous Expense,,GB,,,05 UK Warehouse,Server,VendBill,Larry Nelson
United Kingdom,1873,53,,2015,3,7,Jul 2015,7/2/2015,GBP,0,0,GBP,0,0,1968,1968 購入に対するVAT（付加価値税）,HM Revenue & Customs : HM Customs & Excise 4,GB,,,,VAT,VendBill,Larry Nelson
United Kingdom,1874,54,3,2015,1,8,Aug 2015,8/2/2015,GBP,0,20195,USD,0,40000,1001,1001 UK Operating Account,APR Limited,GB,,,,3,VendPymt,Larry Nelson
United Kingdom,1874,54,3,2015,2,8,Aug 2015,8/2/2015,GBP,20195,0,USD,40000,0,2000,2000 Accounts Payable,APR Limited,GB,,,,3,VendPymt,Larry Nelson
United Kingdom,1874,54,3,2015,3,8,Aug 2015,8/2/2015,GBP,0,1405,GBP,0,1405,8350,8350 Realized Gain/Loss,,GB,,,,3,VendPymt,Larry Nelson
United Kingdom,1874,54,3,2015,4,8,Aug 2015,8/2/2015,GBP,1405,0,GBP,1405,0,2000,2000 Accounts Payable,APR Limited,GB,,,,3,VendPymt,Larry Nelson
United Kingdom,1880,55,,2015,1,8,Aug 2015,8/1/2015,GBP,0,9959.66,AUD,0,23797.12,2000,2000 Accounts Payable,Zia Industries,GB,,,,Bill ID # 1880,VendBill,Larry Nelson
United Kingdom,1880,55,,2015,2,8,Aug 2015,8/1/2015,GBP,9959.66,0,AUD,23797.12,0,6890,6890 General and Administrative : Other Expense : Miscellaneous Expense,,GB,,,05 UK Warehouse,Server,VendBill,Larry Nelson
United Kingdom,1880,55,,2015,3,8,Aug 2015,8/1/2015,GBP,0,0,GBP,0,0,1968,1968 購入に対するVAT（付加価値税）,HM Revenue & Customs : HM Customs & Excise 4,GB,,,,VAT,VendBill,Larry Nelson
United Kingdom,1881,56,,2015,1,7,Jul 2015,7/2/2015,GBP,0,53302.06,USD,0,100000,2000,2000 Accounts Payable,APR Limited,GB,,,,Bill ID # 1881,VendBill,Larry Nelson
United Kingdom,1881,56,,2015,2,7,Jul 2015,7/2/2015,GBP,53302.06,0,USD,100000,0,6890,6890 General and Administrative : Other Expense : Miscellaneous Expense,,GB,,,05 UK Warehouse,Server,VendBill,Larry Nelson
United Kingdom,1881,56,,2015,4,7,Jul 2015,7/2/2015,GBP,0,0,GBP,0,0,1963,1963 VAT on Purchases,HM Revenue & Customs : HM Customs & Excise 4,GB,,,,VAT,VendBill,Larry Nelson
United Kingdom,1884,57,0542,2015,1,7,Jul 2015,7/1/2015,GBP,4235.92,0,SGD,11750,0,1200,1200 Accounts Receivable,Okta Systems,GB,,,,0542,CustInvc,Larry Nelson
United Kingdom,1884,57,0542,2015,2,7,Jul 2015,7/1/2015,GBP,0,3605.04,SGD,0,10000,4006,4006 Revenue : Hardware,Okta Systems,GB,,,,Software,CustInvc,Larry Nelson
United Kingdom,1884,57,0542,2015,5,7,Jul 2015,7/1/2015,GBP,0,630.88,SGD,0,1750,5055,5055 VAT on Sales,HM Revenue & Customs : HM Customs & Excise 4,,,,,VAT,CustInvc,Larry Nelson
United Kingdom,1885,58,0543,2015,1,7,Jul 2015,7/2/2015,GBP,810,0,USD,1500,0,1200,1200 Accounts Receivable,NetJet,GB,,,,0543,CustInvc,Larry Nelson
United Kingdom,1885,58,0543,2015,2,7,Jul 2015,7/2/2015,GBP,0,810,USD,0,1500,4006,4006 Revenue : Hardware,NetJet,GB,,,,Software,CustInvc,Larry Nelson
United Kingdom,1885,58,0543,2015,4,7,Jul 2015,7/2/2015,GBP,0,0,GBP,0,0,5055,5055 VAT on Sales,HM Revenue & Customs : HM Customs & Excise 4,,,,,VAT,CustInvc,Larry Nelson
United Kingdom,1886,59,38,2015,1,9,Sep 2015,9/1/2015,GBP,630,0,USD,1500,0,1090,1090 Undeposited Funds,NetJet,GB,,,,38,CustPymt,Larry Nelson
United Kingdom,1886,59,38,2015,2,9,Sep 2015,9/1/2015,GBP,0,630,USD,0,1500,1200,1200 Accounts Receivable,NetJet,GB,,,,38,CustPymt,Larry Nelson
United Kingdom,1886,59,38,2015,3,9,Sep 2015,9/1/2015,GBP,180,0,GBP,180,0,8350,8350 Realized Gain/Loss,,,,,,38,CustPymt,Larry Nelson
United Kingdom,1886,59,38,2015,4,9,Sep 2015,9/1/2015,GBP,0,180,GBP,0,180,1200,1200 Accounts Receivable,NetJet,GB,,,,38,CustPymt,Larry Nelson
United Kingdom,1887,60,39,2015,1,8,Aug 2015,8/1/2015,GBP,4112.5,0,SGD,11750,0,1090,1090 Undeposited Funds,Okta Systems,GB,,,,39,CustPymt,Larry Nelson
United Kingdom,1887,60,39,2015,2,8,Aug 2015,8/1/2015,GBP,0,4112.5,SGD,0,11750,1200,1200 Accounts Receivable,Okta Systems,GB,,,,39,CustPymt,Larry Nelson
United Kingdom,1887,60,39,2015,3,8,Aug 2015,8/1/2015,GBP,123.42,0,GBP,123.42,0,8350,8350 Realized Gain/Loss,,,,,,39,CustPymt,Larry Nelson
United Kingdom,1887,60,39,2015,4,8,Aug 2015,8/1/2015,GBP,0,123.42,GBP,0,123.42,1200,1200 Accounts Receivable,Okta Systems,GB,,,,39,CustPymt,Larry Nelson
United Kingdom,1892,61,0546,2015,1,8,Aug 2015,8/3/2015,GBP,0,0,GBP,0,0,1200,1200 Accounts Receivable,Okta Systems,GB,,,,0546,CustInvc,Larry Nelson
United Kingdom,1892,61,0546,2015,2,8,Aug 2015,8/3/2015,GBP,0,0,GBP,0,0,4006,4006 Revenue : Hardware,Okta Systems,GB,,,,Software,CustInvc,Larry Nelson
United Kingdom,1892,61,0546,2015,4,8,Aug 2015,8/3/2015,GBP,0,0,GBP,0,0,5055,5055 VAT on Sales,HM Revenue & Customs : HM Customs & Excise 4,,,,,VAT,CustInvc,Larry Nelson
United Kingdom,1893,62,0547,2015,1,8,Aug 2015,8/4/2015,GBP,6000,0,USD,12000,0,1200,1200 Accounts Receivable,NetJet,GB,,,,0547,CustInvc,Larry Nelson
United Kingdom,1893,62,0547,2015,2,8,Aug 2015,8/4/2015,GBP,0,6000,USD,0,12000,4006,4006 Revenue : Hardware,NetJet,GB,,,,Software,CustInvc,Larry Nelson
United Kingdom,1893,62,0547,2015,4,8,Aug 2015,8/4/2015,GBP,0,0,GBP,0,0,5055,5055 VAT on Sales,HM Revenue & Customs : HM Customs & Excise 4,,,,,VAT,CustInvc,Larry Nelson
United Kingdom,1896,63,5,2015,1,8,Aug 2015,8/31/2015,GBP,350.51,0,GBP,350.51,0,8375,8375 Unrealized Gain/Loss,,,,,,5,FxReval,Ralph Clausen
United Kingdom,1896,63,5,2015,2,8,Aug 2015,8/31/2015,GBP,0,26.16,GBP,0,26.16,2095,2095 Interco. Payables/Receivables,,,,,,5,FxReval,Ralph Clausen
United Kingdom,1896,63,5,2015,3,8,Aug 2015,8/31/2015,GBP,0,815.14,GBP,0,815.14,2095,2095 Interco. Payables/Receivables,,,,,,5,FxReval,Ralph Clausen
United Kingdom,1896,63,5,2015,4,8,Aug 2015,8/31/2015,GBP,0,23.08,GBP,0,23.08,5061,5061 GST on Sales Australia,,,,,,5,FxReval,Ralph Clausen
United Kingdom,1896,63,5,2015,5,8,Aug 2015,8/31/2015,GBP,0,88.08,GBP,0,88.08,2000,2000 Accounts Payable,Zia Industries,,,,,5,FxReval,Ralph Clausen
United Kingdom,1896,63,5,2015,6,8,Aug 2015,8/31/2015,GBP,689.18,0,GBP,689.18,0,2000,2000 Accounts Payable,APR Limited,,,,,5,FxReval,Ralph Clausen
United Kingdom,1896,63,5,2015,7,8,Aug 2015,8/31/2015,GBP,0,87.23,GBP,0,87.23,1200,1200 Accounts Receivable,NetJet,GB,,,,5,FxReval,Ralph Clausen
United Kingdom,1897,64,6,2015,1,9,Sep 2015,9/1/2015,GBP,0,350.51,GBP,0,350.51,8375,8375 Unrealized Gain/Loss,,,,,,6,FxReval,Ralph Clausen
United Kingdom,1897,64,6,2015,2,9,Sep 2015,9/1/2015,GBP,26.16,0,GBP,26.16,0,2095,2095 Interco. Payables/Receivables,,,,,,6,FxReval,Ralph Clausen
United Kingdom,1897,64,6,2015,3,9,Sep 2015,9/1/2015,GBP,815.14,0,GBP,815.14,0,2095,2095 Interco. Payables/Receivables,,,,,,6,FxReval,Ralph Clausen
United Kingdom,1897,64,6,2015,4,9,Sep 2015,9/1/2015,GBP,23.08,0,GBP,23.08,0,5061,5061 GST on Sales Australia,,,,,,6,FxReval,Ralph Clausen
United Kingdom,1897,64,6,2015,5,9,Sep 2015,9/1/2015,GBP,88.08,0,GBP,88.08,0,2000,2000 Accounts Payable,Zia Industries,,,,,6,FxReval,Ralph Clausen
United Kingdom,1897,64,6,2015,6,9,Sep 2015,9/1/2015,GBP,0,689.18,GBP,0,689.18,2000,2000 Accounts Payable,APR Limited,,,,,6,FxReval,Ralph Clausen
United Kingdom,1897,64,6,2015,7,9,Sep 2015,9/1/2015,GBP,87.23,0,GBP,87.23,0,1200,1200 Accounts Receivable,NetJet,GB,,,,6,FxReval,Ralph Clausen
United Kingdom,1900,65,,2015,1,8,Aug 2015,8/23/2015,GBP,0,1244.96,AUD,0,2829.45,2000,2000 Accounts Payable,Zia Industries,GB,,,,Bill ID # 1900,VendBill,Larry Nelson
United Kingdom,1900,65,,2015,2,8,Aug 2015,8/23/2015,GBP,1244.96,0,AUD,2829.45,0,6890,6890 General and Administrative : Other Expense : Miscellaneous Expense,,GB,,,05 UK Warehouse,Software,VendBill,Larry Nelson
United Kingdom,1900,65,,2015,3,8,Aug 2015,8/23/2015,GBP,0,0,GBP,0,0,1968,1968 購入に対するVAT（付加価値税）,HM Revenue & Customs : HM Customs & Excise 4,GB,,,,VAT,VendBill,Larry Nelson
United Kingdom,1901,66,,2015,1,8,Aug 2015,8/24/2015,GBP,0,1300,USD,0,2500,2000,2000 Accounts Payable,APR Limited,GB,,,,Bill ID # 1901,VendBill,Larry Nelson
United Kingdom,1901,66,,2015,2,8,Aug 2015,8/24/2015,GBP,1300,0,USD,2500,0,6890,6890 General and Administrative : Other Expense : Miscellaneous Expense,,GB,,,05 UK Warehouse,Software,VendBill,Larry Nelson
United Kingdom,1901,66,,2015,3,8,Aug 2015,8/24/2015,GBP,0,0,GBP,0,0,1968,1968 購入に対するVAT（付加価値税）,HM Revenue & Customs : HM Customs & Excise 4,GB,,,,VAT,VendBill,Larry Nelson
United Kingdom,1904,67,0550,2015,1,8,Aug 2015,8/22/2015,GBP,3741.32,0,SGD,10000,0,1200,1200 Accounts Receivable,Okta Systems,GB,,,,0550,CustInvc,Larry Nelson
United Kingdom,1904,67,0550,2015,2,8,Aug 2015,8/22/2015,GBP,0,3741.32,SGD,0,10000,4006,4006 Revenue : Hardware,Okta Systems,GB,,,,Software,CustInvc,Larry Nelson
United Kingdom,1904,67,0550,2015,4,8,Aug 2015,8/22/2015,GBP,0,0,GBP,0,0,5055,5055 VAT on Sales,HM Revenue & Customs : HM Customs & Excise 4,,,,,VAT,CustInvc,Larry Nelson
United Kingdom,1905,68,0551,2015,1,8,Aug 2015,8/23/2015,GBP,6240,0,USD,12000,0,1200,1200 Accounts Receivable,NetJet,GB,,,,0551,CustInvc,Larry Nelson
United Kingdom,1905,68,0551,2015,2,8,Aug 2015,8/23/2015,GBP,0,6240,USD,0,12000,4006,4006 Revenue : Hardware,NetJet,GB,,,,Software,CustInvc,Larry Nelson
United Kingdom,1905,68,0551,2015,4,8,Aug 2015,8/23/2015,GBP,0,0,GBP,0,0,5055,5055 VAT on Sales,HM Revenue & Customs : HM Customs & Excise 4,,,,,VAT,CustInvc,Larry Nelson
United Kingdom,1914,69,80,2015,3,7,Jul 2015,7/9/2015,GBP,0,505.6,USD,0,1000,2001,2001 Intercompany Payables,Dilley Professional Services - UK,,,,,80,Journal,Marc Collins
United Kingdom,1914,69,80,2015,4,7,Jul 2015,7/9/2015,GBP,505.6,0,USD,1000,0,8000,8000 Non-Operating Expense,,,,,,80,Journal,Marc Collins
United Kingdom,1919,70,85,2015,3,7,Jul 2015,7/19/2015,GBP,0,497.94,USD,0,939.5,2001,2001 Intercompany Payables,Dilley Professional Services - UK,,,,,85,Journal,Marc Collins
United Kingdom,1919,70,85,2015,4,7,Jul 2015,7/19/2015,GBP,497.94,0,USD,939.5,0,8000,8000 Non-Operating Expense,,,,,,85,Journal,Marc Collins
United Kingdom,1920,71,86,2015,3,8,Aug 2015,8/2/2015,GBP,0,613.73,USD,0,1200.5,2001,2001 Intercompany Payables,Dilley Professional Services - UK,,,,,86,Journal,Marc Collins
United Kingdom,1920,71,86,2015,4,8,Aug 2015,8/2/2015,GBP,613.73,0,USD,1200.5,0,8000,8000 Non-Operating Expense,,,,,,86,Journal,Marc Collins
United Kingdom,1921,72,87,2015,3,8,Aug 2015,8/23/2015,GBP,0,445.46,USD,0,890.5,2001,2001 Intercompany Payables,Dilley Professional Services - UK,,,,,87,Journal,Marc Collins
United Kingdom,1921,72,87,2015,4,8,Aug 2015,8/23/2015,GBP,445.46,0,USD,890.5,0,8000,8000 Non-Operating Expense,,,,,,87,Journal,Marc Collins
United Kingdom,2158,73,45,2015,1,8,Aug 2015,8/17/2015,GBP,0,50.59,GBP,0,50.59,2000,2000 Accounts Payable,Jensen Button,,,,,45,ExpRept,Larry Nelson
United Kingdom,2158,73,45,2015,2,8,Aug 2015,8/17/2015,GBP,50.59,0,GBP,50.59,0,6300,6300 General and Administrative : Travel Expenses,Spyder Consulting,,,,,Airfare,ExpRept,Larry Nelson
United Kingdom,2160,74,93,2015,1,8,Aug 2015,8/31/2015,GBP,50.59,0,GBP,50.59,0,1804,1804 Intercompany Clearing Account : Intercompany Payable/Receivable GBP,,,,,,93,Journal,Larry Nelson
United Kingdom,2160,74,93,2015,2,8,Aug 2015,8/31/2015,GBP,0,50.59,GBP,0,50.59,6300,6300 General and Administrative : Travel Expenses,Spyder Consulting,,,,,93,Journal,Larry Nelson
United Kingdom,4412,75,0696,2015,1,9,Sep 2015,9/26/2015,GBP,17966.4,0,GBP,17966.4,0,1200,1200 Accounts Receivable,Kingston Technologies,987678546,,,London Warehouse,0696,CustInvc,Marc Collins
United Kingdom,4412,75,0696,2015,2,9,Sep 2015,9/26/2015,GBP,0,520,GBP,0,520,4001,4001 Revenue : Services Revenue,Kingston Technologies,987678546,,,London Warehouse,0696,CustInvc,Marc Collins
United Kingdom,4412,75,0696,2015,3,9,Sep 2015,9/26/2015,GBP,100,0,GBP,100,0,5000,5000 Cost of Goods Sold,Kingston Technologies,987678546,,,London Warehouse,Cost of Sales,CustInvc,Marc Collins
United Kingdom,4412,75,0696,2015,4,9,Sep 2015,9/26/2015,GBP,0,100,GBP,0,100,1412,1412 Inventory Asset,Kingston Technologies,987678546,,,London Warehouse,Cost of Sales,CustInvc,Marc Collins
United Kingdom,4412,75,0696,2015,5,9,Sep 2015,9/26/2015,GBP,0,1152,GBP,0,1152,4001,4001 Revenue : Services Revenue,Kingston Technologies,987678546,,,London Warehouse,0696,CustInvc,Marc Collins
United Kingdom,4412,75,0696,2015,6,9,Sep 2015,9/26/2015,GBP,120,0,GBP,120,0,5000,5000 Cost of Goods Sold,Kingston Technologies,987678546,,,London Warehouse,Cost of Sales,CustInvc,Marc Collins
United Kingdom,4412,75,0696,2015,7,9,Sep 2015,9/26/2015,GBP,0,120,GBP,0,120,1412,1412 Inventory Asset,Kingston Technologies,987678546,,,London Warehouse,Cost of Sales,CustInvc,Marc Collins
United Kingdom,4412,75,0696,2015,8,9,Sep 2015,9/26/2015,GBP,0,3552,GBP,0,3552,4001,4001 Revenue : Services Revenue,Kingston Technologies,987678546,,,London Warehouse,0696,CustInvc,Marc Collins
United Kingdom,4412,75,0696,2015,9,9,Sep 2015,9/26/2015,GBP,123,0,GBP,123,0,5000,5000 Cost of Goods Sold,Kingston Technologies,987678546,,,London Warehouse,Cost of Sales,CustInvc,Marc Collins
United Kingdom,4412,75,0696,2015,10,9,Sep 2015,9/26/2015,GBP,0,123,GBP,0,123,1412,1412 Inventory Asset,Kingston Technologies,987678546,,,London Warehouse,Cost of Sales,CustInvc,Marc Collins
United Kingdom,4412,75,0696,2015,11,9,Sep 2015,9/26/2015,GBP,0,400,GBP,0,400,4001,4001 Revenue : Services Revenue,Kingston Technologies,987678546,,,London Warehouse,0696,CustInvc,Marc Collins
United Kingdom,4412,75,0696,2015,12,9,Sep 2015,9/26/2015,GBP,200,0,GBP,200,0,5000,5000 Cost of Goods Sold,Kingston Technologies,987678546,,,London Warehouse,Cost of Sales,CustInvc,Marc Collins
United Kingdom,4412,75,0696,2015,13,9,Sep 2015,9/26/2015,GBP,0,200,GBP,0,200,1412,1412 Inventory Asset,Kingston Technologies,987678546,,,London Warehouse,Cost of Sales,CustInvc,Marc Collins
United Kingdom,4412,75,0696,2015,14,9,Sep 2015,9/26/2015,GBP,0,796,GBP,0,796,4001,4001 Revenue : Services Revenue,Kingston Technologies,987678546,,,London Warehouse,0696,CustInvc,Marc Collins
United Kingdom,4412,75,0696,2015,15,9,Sep 2015,9/26/2015,GBP,300,0,GBP,300,0,5000,5000 Cost of Goods Sold,Kingston Technologies,987678546,,,London Warehouse,Cost of Sales,CustInvc,Marc Collins
United Kingdom,4412,75,0696,2015,16,9,Sep 2015,9/26/2015,GBP,0,300,GBP,0,300,1412,1412 Inventory Asset,Kingston Technologies,987678546,,,London Warehouse,Cost of Sales,CustInvc,Marc Collins
United Kingdom,4412,75,0696,2015,17,9,Sep 2015,9/26/2015,GBP,0,4000,GBP,0,4000,4001,4001 Revenue : Services Revenue,Kingston Technologies,987678546,,,London Warehouse,0696,CustInvc,Marc Collins
United Kingdom,4412,75,0696,2015,18,9,Sep 2015,9/26/2015,GBP,150,0,GBP,150,0,5000,5000 Cost of Goods Sold,Kingston Technologies,987678546,,,London Warehouse,Cost of Sales,CustInvc,Marc Collins
United Kingdom,4412,75,0696,2015,19,9,Sep 2015,9/26/2015,GBP,0,150,GBP,0,150,1412,1412 Inventory Asset,Kingston Technologies,987678546,,,London Warehouse,Cost of Sales,CustInvc,Marc Collins
United Kingdom,4412,75,0696,2015,20,9,Sep 2015,9/26/2015,GBP,0,500,GBP,0,500,4001,4001 Revenue : Services Revenue,Kingston Technologies,987678546,,,London Warehouse,0696,CustInvc,Marc Collins
United Kingdom,4412,75,0696,2015,21,9,Sep 2015,9/26/2015,GBP,145,0,GBP,145,0,5000,5000 Cost of Goods Sold,Kingston Technologies,987678546,,,London Warehouse,Cost of Sales,CustInvc,Marc Collins
United Kingdom,4412,75,0696,2015,22,9,Sep 2015,9/26/2015,GBP,0,145,GBP,0,145,1412,1412 Inventory Asset,Kingston Technologies,987678546,,,London Warehouse,Cost of Sales,CustInvc,Marc Collins
United Kingdom,4412,75,0696,2015,23,9,Sep 2015,9/26/2015,GBP,0,804,GBP,0,804,4001,4001 Revenue : Services Revenue,Kingston Technologies,987678546,,,London Warehouse,0696,CustInvc,Marc Collins
United Kingdom,4412,75,0696,2015,24,9,Sep 2015,9/26/2015,GBP,345,0,GBP,345,0,5000,5000 Cost of Goods Sold,Kingston Technologies,987678546,,,London Warehouse,Cost of Sales,CustInvc,Marc Collins
United Kingdom,4412,75,0696,2015,25,9,Sep 2015,9/26/2015,GBP,0,345,GBP,0,345,1412,1412 Inventory Asset,Kingston Technologies,987678546,,,London Warehouse,Cost of Sales,CustInvc,Marc Collins
United Kingdom,4412,75,0696,2015,26,9,Sep 2015,9/26/2015,GBP,0,748,GBP,0,748,4001,4001 Revenue : Services Revenue,Kingston Technologies,987678546,,,London Warehouse,0696,CustInvc,Marc Collins
United Kingdom,4412,75,0696,2015,27,9,Sep 2015,9/26/2015,GBP,230,0,GBP,230,0,5000,5000 Cost of Goods Sold,Kingston Technologies,987678546,,,London Warehouse,Cost of Sales,CustInvc,Marc Collins
United Kingdom,4412,75,0696,2015,28,9,Sep 2015,9/26/2015,GBP,0,230,GBP,0,230,1412,1412 Inventory Asset,Kingston Technologies,987678546,,,London Warehouse,Cost of Sales,CustInvc,Marc Collins
United Kingdom,4412,75,0696,2015,29,9,Sep 2015,9/26/2015,GBP,0,2500,GBP,0,2500,4001,4001 Revenue : Services Revenue,Kingston Technologies,987678546,,,London Warehouse,0696,CustInvc,Marc Collins
United Kingdom,4412,75,0696,2015,32,9,Sep 2015,9/26/2015,GBP,0,2994.4,GBP,0,2994.4,5055,5055 VAT on Sales,HM Revenue & Customs : HM Customs & Excise 4,,,,London Warehouse,VAT,CustInvc,Marc Collins
United Kingdom,4413,76,0697,2015,1,9,Sep 2015,9/27/2015,GBP,16682.4,0,GBP,16682.4,0,1200,1200 Accounts Receivable,Consultants Inc UK,333221211,,,London Warehouse,0697,CustInvc,Marc Collins
United Kingdom,4413,76,0697,2015,2,9,Sep 2015,9/27/2015,GBP,0,520,GBP,0,520,4001,4001 Revenue : Services Revenue,Consultants Inc UK,333221211,,,London Warehouse,0697,CustInvc,Marc Collins
United Kingdom,4413,76,0697,2015,3,9,Sep 2015,9/27/2015,GBP,100,0,GBP,100,0,5000,5000 Cost of Goods Sold,Consultants Inc UK,333221211,,,London Warehouse,Cost of Sales,CustInvc,Marc Collins
United Kingdom,4413,76,0697,2015,4,9,Sep 2015,9/27/2015,GBP,0,100,GBP,0,100,1412,1412 Inventory Asset,Consultants Inc UK,333221211,,,London Warehouse,Cost of Sales,CustInvc,Marc Collins
United Kingdom,4413,76,0697,2015,5,9,Sep 2015,9/27/2015,GBP,0,1152,GBP,0,1152,4001,4001 Revenue : Services Revenue,Consultants Inc UK,333221211,,,London Warehouse,0697,CustInvc,Marc Collins
United Kingdom,4413,76,0697,2015,6,9,Sep 2015,9/27/2015,GBP,120,0,GBP,120,0,5000,5000 Cost of Goods Sold,Consultants Inc UK,333221211,,,London Warehouse,Cost of Sales,CustInvc,Marc Collins
